HGNC symbol	MIM morbid accession
KCNJ10	600791
KCNJ10	274600
	
IGHV3-75	
IGHVIII-76-1	
MNT	
IGHVII-78-1	
	
IGHV3-79	
LINC01801	
	
	
IGHV7-81	
	
	
	
GPATCH2L	
FUT4	
IGHV5-78	
SNORD3A	
LINC01933	
	
ARHGAP27	
	
	
	
	
PELI2	
PIWIL4	
	
LILRP2	
NDUFS6	252010
SNORD3C	
	
LINC01541	
	
LY6G6E	
PTPN3	
KYNUP3	
NLRP12	611762
	
LY6G6F	
	
LINC00904	
ZFP3	
NAA38	
RPSAP6	
	
	
	
	
HLA-E	
LINC02116	
ADK	614300
	
KCNJ9	
ABHD16A	
CHD3	
	
	
	
	
	
	
AMOTL1	
	
	
	
LINC01838	
	
	
	
NAE1	
ZNF420	
NDUFA8P1	
TIMM9P1	
RAB5CP1	
PPRC1	
POLR3DP1	
MRPL35P3	
	
	
MFSD11	
	
	
ZNF383	
PHF19	
FDXACB1	
ZNF232	
	
	
C11orf1	
ZNF585B	
USP6	
ZNF30-AS1	
	
	
ALG9-IT1	
LINC01341	
RELL2	
FAM149A	
TNFAIP8L3	
ZNF30	
KIF28P	
MIR4713HG	
	
	
	
RPS19	105650
	
	
AHCTF1	
ZNF585A	
CYP19A1	613546
CYP19A1	139300
TRUB2	
MEIOB	617706
FCHSD1	
CBL	613563
CBL	607785
	
	
	
STT3A	615596
COQ4	616276
HSPA1B	
	
PNMA6E	
	
	
LINC02284	
UQCRH	
GTF2H2C	
ZNF285B	
HMGB1P22	
	
	
DAPK1-IT1	
	
FAM45A	
ZFP92	
LINC02240	
	
HAGH	614033
	
	
	
RPSAP37	
	
GUK1	
LINC02039	
MFSD5	
EDIL3	
	
MCAM	
SRSF2	
TCL1A	
ZNF180	
	
SIGLEC16	
IRX4	
LY6G6D	
	
STOML1	
	
PPIAP79	
	
	
CYB5D1	
RBBP4P6	
	
	
	
	
NACAP3	
	
	
	
	
IFITM9P	
LEAP2	
	
LINC02413	
MYEOV	
RPL5P17	
	
METTL23	615942
	
RPL41P5	
MZB1	
PLEKHM1	611497
	
	
LINC02412	
RPS2P25	
	
	
PTP4A1P4	
SPHKAP	
	
	
	
	
PROB1	
SF3B5	
SAMHD1	614415
SAMHD1	612952
SHISA7	
TUNAR	
RCOR3	
	
	
EDARADD	614941
EDARADD	614940
EDARADD	224900
EDARADD	129490
PSMC1	
LSM1P2	
	
	
LRRC29	
TLDC2	
MPP3	
ISOC2	
	
ENO1P1	
LINC02080	
	
LINC00868	
	
	
	
	
	
IGHVIII-82	
CAPSL	
	
	
	
LRRC37A4P	
NMUR2	
TRAF1	
NRDE2	
CFD	613912
	
FAHD1	
RPSAP70	
IGSF8	
MGAT5B	
ORAOV1P1	
	
SLC25A6P6	
	
	
	
ST3GAL2	
EXT1	215300
EXT1	133700
CEACAM20	
METTL16	
ZNF839	
	
	
PALB2	613348
PALB2	610832
PALB2	189960
PALB2	114480
LINC02143	
	
	
RPL17P25	
	
	
PHF12	
	
	
AFF4	616368
	
C19orf85	
	
	
	
	
UBL7-AS1	
	
	
C6orf48	
	
ZNF628	
	
	
LINC01938	
DDA1	
NBPF22P	
	
	
	
SYCP2	
	
RPL7P20	
	
RPL9P5	
C14orf132	
	
	
RPS26P35	
	
	
NAT14	
YAP1P1	
SAMD12	
	
IGF2BP2	125853
ABHD8	
	
KAT7	
	
CINP	
	
LINC01947	
DACT1	617466
	
SPATA24	
	
SPATA2L	
	
ANO8	
DNAJC3-AS1	
CEPT1	
	
LINC02166	
RPSAP3	
	
DND1P1	
CDK10	617694
	
ESRRB	
SSC5D	
SAMD5	
	
SEZ6	
	
MRPL34	
PPP1R8P1	
	
ST13	
SPATA6	
	
ZNF605	
	
ARAP3	
	
	
CYCSP1	
ATP6V0E1P1	
	
	
BDKRB2	
	
	
	
	
CHFR	
	
SNHG20	
BDKRB1	
	
	
CKS1BP1	
DRAM2	616502
SBK2	
	
NADSYN1	
	
SEC14L1	
TMSB4XP4	
GARNL3	
SLC27A4	608649
	
LINC02486	
CA7	
ARID3B	
TREX2	
IGF2BP2-AS1	
	
	
SYTL2	
MTND6P18	
DNAJC3	616192
	
CD300LG	
	
	
PIPOX	
C4orf17	
BGN	300989
BGN	300106
	
MTCYBP3	
B3GAT2	
MTND5P2	
SMAP1	
	
MAPK8IP1P2	
RPS26P8	
	
LINC01899	
	
LILRP1	
HAUS7	
FAM117A	
	
	
FAM236C	
CDV3	
ALOX15	
DMRTC1	
	
SGK1	
RPL21P11	
TMEM258	
SSR4	
	
COX7C	
	
KLHL11	
FAM236A	
	
	
	
	
	
FCRL2	
DNAJC18	
	
	
TMEM260	617478
NDUFAB1P1	
FADS2	
	
	
	
CALM1	616247
CALM1	614916
YBEY	
CTSL	
	
SLC35B1	
	
NLRP2	
GOLGA3	
NSUN4	
	
CTAGE14P	
B3GALT1	
	
	
IDH3G	
ECSCR	
	
	
MRPL42P3	
	
	
	
STX11	603552
	
	
TPT1P4	
	
CWC15	
GSKIP	
	
CRHR1	
	
LINC02059	
RPS11P5	
SCEL-AS1	
	
	
SCEL	
	
	
	
	
ATG2B	
	
	
	
	
FEN1	
	
	
LINC01470	
RPSAP72	
ZCCHC10	
	
	
ORAOV1	
	
	
FADS1	
	
	
MYADM	
LINC02317	
RPL37AP8	
LINC00642	
	
CYCSP40	
KDM4D	
CD79A	613501
	
	
KDM4E	
URM1	
	
	
	
	
CCND1	254500
CCND1	193300
YBX1P6	
SASH1	
MIR219A2	
ZNF670	
ZNF670-ZNF695	
USP37	
MTTP	605552
MTTP	200100
CNGA3	216900
	
ZNF695	
GRIA1	
	
DHPS	
	
EMSY	
CYP51A1P3	
	
	
	
	
	
	
	
KDM4F	
CRYAB	615184
CRYAB	613869
CRYAB	613763
CRYAB	608810
	
LINC01500	
TNFRSF11B	239000
LINC01949	
	
PPIAP5	
	
RPS15AP5	
	
	
CTSL3P	
	
RASGRF2-AS1	
	
CKMT2-AS1	
HSPA4	
FBP2P1	
ELF2P3	
RPS29P32	
NPAP1P7	
KRT8P42	
	
RASGRF2	
HSPB2-C11orf52	
SPATA31A6	
LRWD1	
HSPB2	
	
TRMT10A	616033
C11orf52	
TRAF5	
HMGN1P24	
SMIM33	
	
NOLC1	
	
SPPL2C	
MYRF	
	
UGGT2	
	
MAPT-IT1	
LINC02210-CRHR1	
MAPT-AS1	
WDR83	
LINC02210	
	
POLR2J	
	
	
SRSF8	
STH	
	
	
ENDOD1	
MAPT	601104
MAPT	600274
MAPT	260540
MAPT	172700
MAPT	168600
BUD13P1	
VIL1	
	
	
	
CKMT2	
UBE2N	
FAM74A7	
ESPL1	
	
	
DAGLA	
MAN2B1	248500
	
ATE1-AS1	
	
	
NUDT4	
	
	
ATE1	
	
TTC7B	
SEPT9	162100
MPP2	
	
	
	
	
AGBL4-IT1	
	
IRX2	
	
MTND2P29	
	
	
AGBL4	
EPN2	
SFXN4	615578
	
	
ZNF859P	
BEND5	
TMEM208	
	
RTN4IP1	616732
	
RPL10P16	
WDR83OS	
CRYBG1	
DCTN5	
FAM46A	
PACSIN3	
	
	
	
	
	
	
	
	
	
FSTL4	
RPS27P26	
LINC01807	
	
RMI1	
RPL7L1P10	
C5orf38	
CTSLP8	
	
UGT3A1	
OTX2	613986
OTX2	610125
	
	
	
ARHGEF3	
	
	
	
IER5L	
	
	
RBL1	
DAAM1	
SEMA4A	
	
	
ATP1A2	602481
ATP1A2	104290
	
LINC01535	
ACLY	
C1orf132	
SLC28A3	
RPS3AP3	
RPS27AP3	
	
	
ASCL2	
NFIB	
EPN2-AS1	
	
	
FKBP4P6	
SNRPEP6	
	
ZNF792	
RPSAP40	
	
SDR42E1P2	
	
LINC00467	
PALM2	
	
	
SHISA4	
	
OTX2-AS1	
LINC01526	
	
RPL3P3	
LINC02542	
	
SNX25P1	
	
	
	
	
LINC02162	
TSPAN32	
ATP5A1P1	
LINC01017	
	
LINC01019	
	
RAB28P3	
	
RBPJP6	
FGF19	
	
AKAP2	
IRX1	
SPATA31E1	
LMOD1	
BACE1	
	
	
	
UST	
CD34	
	
PALM2-AKAP2	
	
CCDC85B	
	
	
PRKCG	605361
	
	
	
GUSBP3	
	
UST-AS1	
FHOD1	
ARPC3P2	
KRTAP5-7	
KRTAP5-8	
FGF4	
QKI	
	
RD3	610612
SPATA31C1	
PRDX3	
CACNG7	
C11orf21	
	
	
SPATA12	
ARHGEF3-AS1	
SLC9A5	
LINC01861	
SESN3	
	
TNXA	
RNF26	
	
STK39	
	
CYP21A1P	
FGF3	610706
	
	
CACNG8	
	
	
	
	
ANO1-AS2	
	
C1QTNF5	605670
	
LINC02063	
	
ZNF669	
	
MFRP	611040
MFRP	609549
	
LINC02114	
	
	
	
	
	
HKR1	
ZNF594	
TOPBP1	
RASA1	608355
RASA1	608354
RASA1	605462
CACNG6	
SCIMP	
	
	
EDC3	616460
	
	
	
	
VSTM1	
RTN4RL2	
	
	
TAF3	
CEP164	614845
	
	
	
LINC01020	
GRAMD2B	
	
	
LINC02121	
CLK3	
C9orf152	
	
	
ATP1A4	
	
	
	
TXN	
	
EXOC5	
	
	
	
LINC01987	
FKRP	613153
FKRP	607155
FKRP	606612
FKRP	236670
LINC01973	
	
	
	
	
MED16	
RNF214	
AP5M1	
IBTK	
ARHGEF1	
	
MFAP3	
CCNH	
	
	
	
SAP30L-AS1	
GALNT10	
COLEC10	248340
	
BACE1-AS	
	
	
PRR13P3	
	
SLC1A5	
INPP4A	
UTRN	
IGSF23	
TMC8	226400
HNRNPA3P7	
FAM114A2	
CEACAM19	
KRTAP5-9	
KRTAP5-10	
SLC30A1	
	
	
	
	
	
KRTAP5-11	
PVR	
UNC93B6	
TNRC6C	
OR7E87P	
STRN4	
KRTAP5-14P	
	
	
AK7	
LINC01693	
	
	
	
PID1	
PEBP1P1	
RPL23AP10	
	
NSMCE4A	
CEACAM16	614614
VRK3	
CEACAM22P	
MRPS10P1	
KIFAP3	
	
TMC6	226400
VASH1-AS1	
ANGEL1	
	
	
	
CERCAM	
TARM1	
	
VASH1	
SLC43A1	
SUMO4	600320
USP2	
	
TAB2	
	
LRRC32	
	
	
C5	615749
C5	609536
MAL2-AS1	
	
	
MAL2	
	
	
STK19B	
FABP12P1	
	
	
AMMECR1LP1	
	
TAB2-AS1	
HS6ST3	
	
	
	
GRK5-IT1	
	
PAPLN	
HSP90AB6P	
TSPAN14	
ERN2	
GRK5	
NEK2	615565
TMEM173	615934
	
C1orf229	
FGFR3P6	
WSPAR	
	
ZNF124	
FDPSP8	
OR7E4P	
OSCAR	
KCNK6	
LRRC74A	
C5orf15	
PLXNA2	
	
TNRC6C-AS1	
	
LINC02321	
UBE2V2P2	
PLK1	
	
	
	
	
EIF5AP2	
C17orf99	
	
MUC4	
	
	
SYNGR2	
DNER	
SLC2A8	
	
	
GATA3-AS1	
	
CAMSAP1	
CCDC175	
UGT3A2	
PAPOLA	
TK1	
	
GPR135	
TXNDC8	
JKAMP	
TF	209300
QRSL1	
	
GGNBP2	
AFMID	
RPL21P65	
	
ZNF473	
TFP1	
	
FUK	
HEATR1	
	
DUXAP5	
THY1	
	
	
	
GUCY2EP	
	
L3HYPDH	
	
	
	
C9orf106	
	
LINC01503	
	
	
RPS3AP41	
	
SNRPCP14	
USP2-AS1	
	
	
	
	
	
	
	
EPB41L4A-AS1	
CDK20	
BIRC5	
	
	
TECPR2	615031
EPB41L4A	
	
LGALS8-AS1	
	
G6PC2	
	
VN1R17P	
	
LGALS8	
	
	
	
NOSTRIN	
	
	
TFPT	
VDAC1	
ANKRD9	
LMBRD2	
ENPP7P8	
	
	
PCDH1	
	
	
	
	
DIXDC1	
NDUFA3	
	
TMEM235	
SIGLEC30P	
TSKU	
METTL11B	
	
LINC01920	
	
LINC02526	
ALG1L9P	
LINC00963	
ZNF705E	
SH2D4B	
	
	
THA1P	
	
FAM86C1	
LINC01993	
	
LINC01681	
ISCUP1	
	
	
LINC01142	
SOCS3	
SVEP1	
	
CERS6-AS1	
LINC02532	
PRPF31	600138
	
	
CERS6	
HAUS4P1	
	
RPS7P9	
NTMT1	
CCDC155	
	
SPC25	
LPGAT1	
KALRN	
	
	
	
	
	
RPS10P3	
	
	
C9orf50	
NCOA4P4	
	
	
ASB6	
SPATA31C2	
FAM215A	
	
	
	
LINC02323	
DNAH17	
MYB-AS1	
	
	
UBE2D2	
C6orf118	
KIAA0141	
UBAC1	
	
RPS6KA5	
CATSPERG	
TRIP12	
NACC2	
LINC01976	
	
PPY	
KRT8P7	
PTH2	
	
MROH8	
NECTIN1	225060
GFY	
	
	
PGS1	
PYY	
DGLUCY	
RPL23AP11	
RCOR1	
	
	
RPL7P15	
	
NAGS	237310
	
	
	
	
CBWD3	
	
	
TMEM250	
	
	
C7orf33	
	
RPN2	
	
	
DNAH17-AS1	
CXXC5	
	
	
	
FABP5P10	
LINC02081	
	
	
TAC4	
LINC01629	
	
RNF14	
	
	
	
CXXC5-AS1	
BCL3	
	
RPSAP49	
CUL1	
DEFB108B	
	
SLC17A7	
CYTH1	
	
ZC3H12D	
	
	
IRF2BPL	
LHX3	221750
DEFB130C	
SPIN1	
	
	
	
	
	
	
	
PCDH12	
RBM43	
HNRNPA1P14	
	
QSOX2	
	
GATA3	146255
FBXO36-IT1	
PRRX2-AS1	
PRRX2	
FBXO36	
DEFB131B	
AIF1	
OR7E128P	
OR7E126P	
DLX4	616788
	
	
SUMO2P1	
	
	
TRAF3	614849
GORAB	231070
	
DAPP1	
SAP30L	
	
	
FARSBP1	
	
WARS2P1	
	
USP36	
XKR7	
DLX3	190320
DLX3	104510
	
	
NUP88	
	
	
CCDC187	
DTL	
PTGES	
UBE2V1P4	
	
	
	
ASB7	
TOR1B	
HAND1	
	
	
	
CIR1P1	
TOR1A	128100
CHI3L2	
	
INTS7	
PRKXP1	
RABEP1	
	
LINS1	614340
	
PPIHP1	
NKAPD1	
RPL9P29	
DNLZ	
GPSM1	
CDC42BPB	
CEP295NL	
RPS12P21	
	
C1QBP	
DLAT	245348
TIMP2	
RPAIN	
	
CARD9	212050
	
	
DENND2D	
MTF2	
RPL13P6	
	
AMN	261100
LGALS3BP	
MRPS36P4	
IL18	
RPL21P28	
VN1R5	
	
	
PPIL4	
PRPF38AP1	
TRIM29	
LINC00708	
PIH1D2	
DHX33	
C9orf78	
BCO2	
	
CANT1	251450
NXNL2	
	
USP20	
PCNPP2	
	
ADAMTS16	
S1PR3	
C9orf47	
ZFP57	601410
	
	
	
CCDC144CP	
C1QTNF1-AS1	
CCDC130	
C1QTNF1	
	
NMI	
UPF3AP2	
KCTD9P1	
RTN1	
	
SPECC1	
	
CCM2L	
TIMM10	
TEX12	
ZDHHC20P1	
KCTD9P4	
CASQ1	616231
SDHD	615106
SDHD	606864
SDHD	252011
SDHD	171300
SDHD	168000
SDHD	114900
	
TNFAIP6	
ITGA3	614748
GNPDA1	
SMTNL1	
ENGASE	
	
KBTBD11	
	
	
PSMD8	
C19orf53	
TIMM8B	
MRI1	
	
TMEM101	
	
RBFOX3	
ALG3P1	
MTCO1P30	
RPL23AP1	
HCG9P5	
HLA-F	
UBE2L6	
PSD2-AS1	
	
IZUMO2	
	
	
SHC3	
MTCO2P30	
MTCO1P31	
PSD2	
	
LINC02078	
	
LINC01531	
PEA15	
	
	
ENPP7	
LSM12	
EXOC3L4	
	
GINM1	
	
	
	
	
RPS4XP13	
CBX2	613080
	
LARP1	
FFAR2	
	
HLA-F-AS1	
ICE1	
NDFIP1	
CBX8	
MICE	
HCG4P11	
RNF121	
LINC00677	
	
	
	
LINC01977	
MIS18BP1	
CBX4	
ZSWIM4	
	
	
	
LINC01979	
LINC01978	
YBX1P5	
	
ODF2-AS1	
RPS12P10	
SPRY4	615266
SPRY4	146110
KRTDAP	
	
SERPING1	120790
SERPING1	106100
LINC02488	
	
	
LINC02144	
	
TBC1D16	
FGF1	
RPS18P9	
ODF2	
CKS2	
CCDC18-AS1	
CNOT3	
ZNF366	
	
GGN	
MYOG	
	
SPRY4-AS1	
LINC02056	
	
LRRC9	
DNAJC19P9	
	
	
CNOT9	
	
	
	
	
FNBP1	
ADORA1	
LENG1	
	
	
OAF	
DR1	
	
RPL7P22	
	
NANOS3	
KATNA1	
CCDC40	613808
	
SNAPC4	
	
CCDC18	
	
LINC02303	
	
TNFAIP2	
SPRED3	
GAA	232300
PLEKHG4	
TMED5	
	
	
TNPO1	
	
KANSL1-AS1	
	
KANSL1	610443
TMEM161B-AS1	
EIF4A3	268305
HCK	
	
LINC02060	
	
RPS3AP22	
	
	
TMEM161B	
KCTD19	
	
	
	
HMGB3P3	
	
LINC00871	
C19orf57	
CC2D1A	608443
COL17A1	226650
COL17A1	122400
NDUFB4P11	
	
LINC02145	
SECISBP2	609698
TPBG	
SLC26A11	
	
YPEL4	
CLP1	615803
MYBPH	
MED10	
	
MYH14	
PDCD1	
	
RPL10L	
EZH2	
DCAF8	610100
RTP5	
CARD14	602723
CARD14	173200
	
TACC2	
	
	
LINC01238	
LINC01880	
LINC01237	
PEX19	614886
MDGA2	
	
	
RPSAP18	
SGSH	252900
UBE2QL1	
RPS15AP3	
RPA2P1	
RPL13AP2	
	
LAP3P1	
FOXD4L3	
UBE3D	
CHI3L1	611960
CHI3L1	181500
	
RPL21P12	
LINC01018	
	
GCSHP2	
LINC00605	
NANOGNBP2	
	
	
RPL21P13	
RAP2CP1	
	
	
	
	
LINC01844	
	
PLCD4	
	
PGM5-AS1	
GPR107	
PGM5	
	
	
	
ZNF26	
SRP68P3	
USP32P3	
LINC01238	
G6PC3	612541
PTP4A1P2	
	
LINC01881	
CICP10	
SEPT14P2	
LINC01984	
ZDHHC5	
NOS2P3	
PRRC2A	
RPL23AP88	
	
	
ENDOV	
SRD5A1	
EIF5	
LINC00648	
	
	
NRG2	
NSUN2	611091
SFR1	
	
LGALS9B	
	
	
RPL18P1	
	
MED19	
TMEM252	
ZNF84	
NPM1P40	
CHIT1	614122
	
MYOM2	
NCS1	
	
	
	
RNF213	
	
	
	
LINC01506	
	
TNPO1P3	
YWHAEP3	
ARHGAP26-IT1	
ARHGAP26	607785
CFAP43	617592
UMPS	258900
PGM3	615816
	
	
NPTX1	
ARHGAP26-AS1	
	
	
RPS29	615909
	
RPL32P31	
RPL13A	
RPL32P29	
LRR1	
	
DOPEY1	
	
RHOQP1	
	
KRT16P5	
	
	
	
PIH1D1	
KRT16P3	
LINC01353	
LINC01136	
	
RPTOR	
RWDD2A	
FAM122A	
PIP5K1B	
DSCAML1	
	
LRRK1	
FLT3LG	
	
	
BTG2	
KRT17P6	
	
	
	
FXYD2	154020
RPL31P7	
RPL12P37	
ALDH16A1	
GSTO1	
	
	
	
CHMP6	
	
ALDH1A3	615113
	
	
	
	
FXYD6	
	
	
BAIAP2-AS1	
	
	
	
FMOD	
	
LINC02299	
	
	
	
PURA	616158
KRT17P7	
	
	
MALINC1	
	
	
	
LARP7P1	
TBC1D3P3	
	
	
RPL36AL	
HDAC5	
PRELP	
	
MGAT2	212066
	
	
FCHO2	
RASGRP4	
	
PVALEF	
IGIP	
	
AATK	
	
	
	
	
VRK1	607596
FXYD6-FXYD2	
HMGB3P26	
GSTO2	
LINC00618	
BAIAP2	
	
	
DNAAF2	612518
	
CYSTM1	
OPTC	
PFDN1	
	
	
	
	
	
	
	
LINC02304	
ITPRIP	
LINC02325	
LINC02291	
NAPSB	
COTL1P2	
LINC02312	
	
CDRT15L2	
C17orf53	
NAPSA	
	
LINC01550	
HBEGF	
KCNC3	
	
	
NR1H2	
LINC02295	
CFAP58-AS1	
ASB16	
ZSWIM5P2	
MEIS3P2	
ASB16-AS1	
PRKACG	616176
	
C14orf177	
CFAP58	
	
	
	
	
	
	
RPL3P4	
	
LINC02088	
	
	
	
TMUB2	
FAM98C	
ATP2B4	
	
GLE1	611890
GLE1	253310
RPSAP5	
	
HMCN2	
LATS1	
	
	
MAPK8IP1P1	
	
	
	
BCL11B	617237
FXN	229300
	
	
ARL17B	
TMEM171	
	
SLC4A9	
LRRC37A	
SORCS3-AS1	
CEP131	
SORCS3	
	
	
	
	
CTNND1	617681
	
POLE2	
NR3C1	615962
	
SETD3	
	
	
TMEM174	
	
	
	
ACTN3	
TEPSIN	
NDUFAF8	
	
SLC38A10	
	
LINC02230	
PPIAP38	
	
YWHAZP5	
	
	
FOXD1-AS1	
FOXD1	
ATXN7L3	
RNFT1P3	
	
RPL7P21	
	
	
	
LINC00482	
TMEM105	
LAX1	
	
ASS1	
	
	
	
	
LINC01385	
LINC01386	
	
	
HNRNPA1P19	
	
RPL23AP59	
OLA1P2	
UBTF	
SCDP1	
	
	
BAHCC1	
BTF3	
	
	
NSFP1	
LINC01971	
	
ACTG1	614583
ACTG1	604717
MARK3	
USP22	
FSCN2	607921
CCDC144NL	
RNASEH1P1	
	
	
	
	
	
ABHD17AP6	
	
CCDC144NL-AS1	
FAAP100	
	
	
RPS6P16	
PTS	261640
ST13P10	
PLET1	
NPLOC4	
	
IL18BP	
SORCS1	
	
CCNK	
TSPAN10	
PDE6G	613582
PDE6G	268000
CCDC85C	
LRTOMT	611451
OXLD1	
CCDC137	
RPS11	
CTSF	615362
	
	
HGS	
FUNDC2P1	
	
LAMTOR1	
	
RPL23AP62	
	
	
COX6CP7	
ANAPC15	
RPL10AP1	
	
	
	
ZBED6	
ARL16	
	
	
HMHB1	
ZC3H11A	
LRRC37A2	
ARL17A	
MRPL12	
	
FAM215B	
SLC25A10	
NCAM1	
FUBP3	
YIPF5	
GCGR	125853
	
	
	
NUMA1	612376
PRDM12	616488
	
CKS1BP5	
KCTD16	
	
MCRIP1	
NAMPTP2	
ASS1P10	
	
ANKRA2	
NSF	
UTP15	
PPP1R27	
RPS7P11	
NCAM1-AS1	
	
EXOSC2	
	
P4HB	112240
	
	
TJP2	615878
TJP2	607748
PRELID2	
	
	
GRXCR2	615837
	
ANKHD1	
SH3RF2	
ARHGDIA	615244
SPIB	
POLD1	615381
POLD1	612591
	
	
	
SRA1	146110
EIF4EBP3	
CCS	
ANKHD1-EIF4EBP3	
	
CCDC87	
	
HHIPL1	
LINC01435	
	
ABL1	617602
FCGRT	
	
KLHDC1	
CKB	
NPB	
PTGES3P5	
	
	
MAPKAPK5P1	
PCYT2	
PHB2P1	
SCOCP1	
BTF3P15	
DHRS7	
	
XIAPP1	
RPL21P91	
	
CYP46A1	
PCNX4	
RCN3	
RBM14	
	
	
	
RBM4	
LARS	
PRRG2	
	
	
	
RPL23AP18	
PPP2R5A	
NOSIP	
RBM4B	
RBM14-RBM4	
	
SNRPE	615059
PLAC8L1	
LINC01563	
WNT3	273395
KRT8P29	
HSPE1P6	
CBX1P3	
QRFP	
LINC00303	
EML1	600348
WNT9B	
	
DHRS7B	
FIBCD1	
RAET1E	
	
CCT7P1	
	
	
BTBD10P2	
TMX2-CTNND1	
	
PPIAP42	
	
BTBD18	
PCMT1	
TMX2	
ANAPC11	
SELENOH	
	
SHC1P2	
DCAF15	
SLC4A1	612653
SLC4A1	611590
SLC4A1	611162
SLC4A1	601551
SLC4A1	601550
SLC4A1	185020
SLC4A1	179800
SLC4A1	166900
SLC4A1	112050
SLC4A1	112010
SLC4A1	110500
PODNL1	
RAET1E-AS1	
RAET1G	
LRP11	
NUP43	
	
	
PRR12	
ALYREF	
BCS1L	603358
BCS1L	262000
BCS1L	256000
BCS1L	124000
	
SLC6A4	607834
SLC6A4	164230
MAFG	
	
SIRT7	
TMEM206	
DMKN	
ZNF142	
	
	
MAFG-AS1	
ZNF140	
ZNF891	
	
RPL23AP67	
LRRC36	
PYCR1	614438
PYCR1	612940
LINC02102	
	
	
RFX1	
PAPD7	
MIS12	
DERL2	
SPTAN1	613477
	
RLN3	
	
MYADML2	
	
NOTUM	
	
NCSTN	142690
ASPSCR1	606243
COPA	616414
SUMO1P3	
IL27RA	
CENPX	
	
ZNF10	
LRRC45	
ZNF268	
PALM3	
EEF1DP1	
MISP3	
TPPP3	
	
C19orf67	
	
LINC02236	
	
LINC02196	
	
	
	
	
ZDHHC1	
	
LINC02123	
SAMD1	
	
	
VTI1BP4	
	
WDR34	615633
	
RUNDC3A	
RUNDC3A-AS1	
RRAS	
VDAC3P1	
SCAF1	
APBB3	
SLC35A4	
	
HAUS1P1	
	
	
TTC12	
SLC25A39	
	
DEGS2	
EVL	
	
	
NEMF	
KLHDC2	
BCL2L12	
IRF3	616532
SOX13	
	
TMEM11	
BANCR	
FAM189A2	
	
ERLNC1	
ETNK2	
	
ANKK1	
	
DRD2	159900
XPNPEP1	
ARHGEF40	
NDRG2	
NATD1	
EIF1P5	
	
TMCO6	
ARHGEF28	
NDUFA2	256000
	
IK	
	
	
	
APBA1	
	
CD14	
SPTBN2	
	
	
	
	
SLC25A29	
PTAR1	
YY1	617557
GRN	614706
GRN	607485
MAP2K3	
TMPRSS5	
REN	613092
REN	267430
	
C9orf135-AS1	
C9orf135	
KISS1	614842
GOLT1A	
FAM171A2	
MAMDC2-AS1	
SLC25A47	
MAMDC2	
RPL7L1P5	
SMC5-AS1	
RPL24P8	
ITGA2B	273800
ITGA2B	187800
KCNJ12	
MTRF1LP1	
	
	
LINC00628	
PLEKHA6	
PDLIM1P2	
	
	
RPL21P120	
C11orf80	
ADM5	
	
CPT1C	616282
C1QBPP2	
RCE1	
FTLP6	
	
	
LINC02122	
LINC01335	
LINC01333	
LINC01332	
	
	
PRMT1	
	
	
	
	
C17orf51	
LINC01331	
PPP1R15B	616817
PIK3C2B	
ZW10	
	
RPS29P19	
	
	
	
	
GPATCH8	
CLDN25	
ATF4P4	
	
LRRC37A13P	
	
FZD2	
LINC01180	
SMCO4P1	
GFM2	
	
NSA2	
ENC1	
HEXB	268800
	
FAM169A	
	
	
	
	
	
SMC5	
KCNJ18	613239
	
	
	
ARF6	
ADD3	617008
ADD3-AS1	
	
NCOR1P2	
	
FTLP13	
LINC02002	
PDLIM1P1	
LINC01588	
	
	
	
FAM27E5	
	
	
	
	
KLF9	
MDM4	
	
	
	
	
	
	
MTCYBP13	
	
MTND1P15	
MTRNR2L1	
MTND2P13	
	
NMTRS-TGA3-1	
VCPKMT	
MTCO3P13	
MTATP6P3	
	
	
	
	
	
	
	
	
	
	
	
	
LRRN2	
	
	
PDLIM1P3	
GTF2IP6	
LRFN4	
PC	266150
SOS2	616559
VN1R71P	
TUFMP1	
	
RPL34P31	
RPS16P8	
	
	
TRPM3	
TMEM253	
	
	
ZNF219	
RNASE13	
RNASE8	
RNASE7	
TPPP2	
LINC02142	
ME1	
	
PIGUP1	
	
HSD11B2	218030
C11orf86	
	
ADCY2	
	
L2HGDH	236792
PRKACA	615830
ATP5S	
	
CDKL1	
NLRP1	617388
NLRP1	615225
NLRP1	606579
	
WSB1	
	
	
ASF1B	
KIF3AP1	
LINC01983	
MTRR	601634
MTRR	236270
SYT12	
C5orf49	
FASTKD3	
SNRPGP12	
PRSS35	
RHOD	
	
ADGRL1	
MXI1	176807
ATP6V0D1	
	
	
STK36	
	
RNF25	
NFASC	
	
ANHX	
TNK2	
TNK2-AS1	
	
	
	
LINC01841	
LINC01842	
AGRP	601665
	
WSCD1	
	
SYPL1P2	
	
KDM2A	
	
TBC1D3P5	
	
	
RPL27AP5	
	
	
GCNT4	
LINC01336	
ANKRD31	
SUMO2P5	
RPL35AP21	
	
HMGCR	
	
ATL1	613708
ATL1	182600
SAV1	
SNRPGP1	
	
MAP4K5	
	
	
CNOT3	
NLRP2	
PRPF31	
MIR548Z	
MIR320D1	
MIR208A	
MIR7973-1	
MIR6776	
MIR378J	
MIR8059	
MIR6794	
MIR330	
MIR518E	
MIR3681	
MIR4444-1	
MIR3606	
MIR6818	
MIR3201	
MIR5682	
MIR3919	
MIR1256	
MIR548AH	
MIR4487	
MIR4505	
